timestamp,latitude,longitude,sog,cog,heel,trim,Tack
2025-11-23T09:37:15.081-0500,28.383533099999998,-80.6406997,4.9,234.8,-4.7,6,S
2025-11-23T09:37:15.555-0500,28.383523999999998,-80.6407085,5,232.7,-15.2,5,S
2025-11-23T09:37:16.056-0500,28.383515299999999,-80.6407177,5.1,236.5,-10.8,7.5,S
2025-11-23T09:37:16.559-0500,28.383506999999998,-80.6407277,5.2,234.4,-8.3,7.1,S
2025-11-23T09:37:17.061-0500,28.383498399999997,-80.640737,5.2,233.7,-12.4,5.3,S
2025-11-23T09:37:17.559-0500,28.383490100000000,-80.6407465,5.1,235.5,-12.6,7.3,S
2025-11-23T09:37:18.065-0500,28.383481799999998,-80.6407562,5.1,238.4,-11.8,6.3,S
2025-11-23T09:37:18.556-0500,28.383474000000000,-80.6407672,5.2,249.8,-16.3,4.2,S
2025-11-23T09:37:19.070-0500,28.383469500000000,-80.6407796,5.2,267.1,-17.4,7.1,S
2025-11-23T09:37:19.557-0500,28.383469599999998,-80.6407915,4.9,284,-2.8,3,S
2025-11-23T09:37:20.070-0500,28.383473599999999,-80.6408012,4.5,301,9.3,-2.3,P
2025-11-23T09:37:20.555-0500,28.383479599999998,-80.640807,4,316.3,23,-1.1,P
2025-11-23T09:37:21.079-0500,28.383484899999999,-80.6408116,3.2,330.1,24.3,2.3,P
2025-11-23T09:37:21.556-0500,28.383490699999999,-80.6408154,3,335.3,19.8,8.3,P
2025-11-23T09:37:22.057-0500,28.383497499999997,-80.6408211,3.1,340.6,18.1,4.9,P
2025-11-23T09:37:22.556-0500,28.383504299999998,-80.640828,3.7,338.7,6.2,4.9,P
2025-11-23T09:37:23.061-0500,28.383511700000000,-80.6408361,4.1,331.7,-1.3,10,P
2025-11-23T09:37:23.544-0500,28.383520399999998,-80.640843,4.4,335.1,6.8,4.6,P
2025-11-23T09:37:24.065-0500,28.383528799999997,-80.6408502,4.6,331.8,3.8,9.6,P
2025-11-23T09:37:24.556-0500,28.383537399999998,-80.640857,4.6,332.9,8.2,4.3,P
2025-11-23T09:37:25.069-0500,28.383546299999999,-80.640864,4.6,333.8,9,8.9,P
2025-11-23T09:37:25.556-0500,28.383555099999999,-80.640872,4.8,333,13.8,4.8,P
2025-11-23T09:37:26.080-0500,28.383563700000000,-80.6408805,4.9,331.3,12,6.5,P
2025-11-23T09:37:26.556-0500,28.383572399999998,-80.6408894,5,328.6,11.6,4.1,P
2025-11-23T09:37:27.079-0500,28.383580499999997,-80.6408991,5,324.4,6.9,4.2,P
2025-11-23T09:37:27.559-0500,28.383588499999998,-80.6409083,5,328.4,10.5,5.5,P
2025-11-23T09:37:28.057-0500,28.383596299999997,-80.6409176,4.9,325.1,6.2,5.7,P
2025-11-23T09:37:28.558-0500,28.383604299999998,-80.6409271,5,326.2,5.1,6.9,P
2025-11-23T09:37:29.065-0500,28.383612599999999,-80.6409366,5,326.8,4.1,5.1,P
2025-11-23T09:37:29.545-0500,28.383620699999998,-80.6409463,5.1,325.6,0.5,6.6,P
2025-11-23T09:37:30.064-0500,28.383628999999999,-80.6409549,5,329.4,3.8,7.1,P
2025-11-23T09:37:30.555-0500,28.383637699999998,-80.6409639,4.9,327.8,1.3,4.7,P
2025-11-23T09:37:31.068-0500,28.383646199999998,-80.6409722,5,330.1,4.2,8.2,P
2025-11-23T09:37:31.555-0500,28.383654499999999,-80.6409808,4.9,331.6,5.1,5.3,P
2025-11-23T09:37:32.081-0500,28.383662899999997,-80.6409892,4.8,330.8,4.7,9.4,P
2025-11-23T09:37:32.556-0500,28.383671600000000,-80.6409974,4.9,330.7,6.4,5,P
2025-11-23T09:37:33.054-0500,28.383680399999999,-80.6410059,4.9,330.4,6.1,6.1,P
2025-11-23T09:37:33.558-0500,28.383688799999998,-80.6410147,4.9,331.2,7.4,3.7,P
2025-11-23T09:37:34.059-0500,28.383696900000000,-80.6410238,4.9,328.9,4.9,5,P
2025-11-23T09:37:34.555-0500,28.383705100000000,-80.6410326,4.9,326.2,3.9,5.4,P
2025-11-23T09:37:35.063-0500,28.383713799999999,-80.6410414,5,329.4,5.2,4.7,P
2025-11-23T09:37:35.556-0500,28.383721999999999,-80.6410504,5,326.9,5.1,5.6,P
2025-11-23T09:37:36.065-0500,28.383730600000000,-80.6410592,4.9,330.2,5.9,6.3,P
2025-11-23T09:37:36.557-0500,28.383738599999997,-80.6410683,4.9,327.4,6.7,4.2,P
2025-11-23T09:37:37.074-0500,28.383747199999998,-80.6410772,5,329,4.5,7.1,P
2025-11-23T09:37:37.559-0500,28.383755099999998,-80.6410861,4.9,327,3.2,6.4,P
2025-11-23T09:37:38.081-0500,28.383763399999999,-80.6410945,4.8,329.8,5.9,4.9,P
2025-11-23T09:37:38.556-0500,28.383771099999997,-80.641103,4.7,329.5,4,6.9,P
2025-11-23T09:37:39.055-0500,28.383779399999998,-80.6411119,4.9,327.2,1.6,5.6,P
2025-11-23T09:37:39.555-0500,28.383787699999999,-80.6411203,4.8,329.3,4.4,4.1,P
2025-11-23T09:37:40.062-0500,28.383795599999999,-80.641129,4.8,328.4,0.2,8.3,P
2025-11-23T09:37:40.556-0500,28.383803999999998,-80.6411373,4.8,328.8,3.4,5.2,P
2025-11-23T09:37:41.064-0500,28.383812400000000,-80.6411457,4.9,332.4,4.4,5.7,P
2025-11-23T09:37:41.558-0500,28.383820799999999,-80.6411543,4.8,329.2,1,7.5,P
2025-11-23T09:37:42.066-0500,28.383829100000000,-80.6411629,4.8,329,6.3,4.7,P
2025-11-23T09:37:42.555-0500,28.383836700000000,-80.6411714,4.8,326.9,1.6,7.6,P
2025-11-23T09:37:43.073-0500,28.383844699999997,-80.6411803,4.7,326.5,3.9,5.3,P
2025-11-23T09:37:43.556-0500,28.383852699999998,-80.6411894,4.8,326.7,5.9,3.3,P
2025-11-23T09:37:44.081-0500,28.383860100000000,-80.6411978,4.7,326.8,2.5,8.3,P
2025-11-23T09:37:44.556-0500,28.383867499999997,-80.6412068,4.6,326.9,2,2.4,P
2025-11-23T09:37:45.056-0500,28.383874799999997,-80.6412155,4.5,326.1,1.4,10,P
2025-11-23T09:37:45.558-0500,28.383882799999999,-80.6412244,4.7,325.7,4.2,4.3,P
2025-11-23T09:37:46.061-0500,28.383890399999999,-80.6412328,4.6,325.2,2.3,5.2,P
2025-11-23T09:37:46.545-0500,28.383897899999997,-80.6412412,4.5,326.1,1,5.2,P
2025-11-23T09:37:47.065-0500,28.383905400000000,-80.6412492,4.5,325,1.3,6.1,P
2025-11-23T09:37:47.556-0500,28.383913399999997,-80.6412576,4.6,328.7,4,5,P
2025-11-23T09:37:48.069-0500,28.383921200000000,-80.6412658,4.6,326.4,3.7,4.6,P
2025-11-23T09:37:48.557-0500,28.383928800000000,-80.6412737,4.5,328.5,5.5,5.5,P
2025-11-23T09:37:49.089-0500,28.383936599999998,-80.6412822,4.6,326.7,1.7,7.5,P
2025-11-23T09:37:49.556-0500,28.383944499999998,-80.6412905,4.6,329.5,4.8,3.4,P
2025-11-23T09:37:50.057-0500,28.383951799999998,-80.6412989,4.5,328.6,2.1,9.9,P
2025-11-23T09:37:50.559-0500,28.383959699999998,-80.6413074,4.7,328.6,4.8,4.6,P
2025-11-23T09:37:51.060-0500,28.383967699999999,-80.6413159,4.7,326.8,1.5,5,P
2025-11-23T09:37:51.556-0500,28.383975699999997,-80.641324,4.7,329.9,2.9,5.6,P
2025-11-23T09:37:52.061-0500,28.383983900000000,-80.6413319,4.7,328.6,1.5,7.1,P
2025-11-23T09:37:52.555-0500,28.383992100000000,-80.6413401,4.7,331.5,4.6,3,P
2025-11-23T09:37:53.065-0500,28.384000000000000,-80.6413484,4.7,328.1,2.3,8.2,P
2025-11-23T09:37:53.556-0500,28.384008200000000,-80.641357,4.9,331.2,4.7,3.8,P
2025-11-23T09:37:54.067-0500,28.384016299999999,-80.6413657,4.8,329.9,-0.3,4.9,P
2025-11-23T09:37:54.556-0500,28.384024199999999,-80.6413744,4.7,328.6,-1,6,P
2025-11-23T09:37:55.082-0500,28.384032399999999,-80.6413823,4.7,330.2,2.2,5.4,P
2025-11-23T09:37:55.556-0500,28.384040700000000,-80.6413903,4.7,330.2,1.6,5.4,P
2025-11-23T09:37:56.057-0500,28.384049099999999,-80.6413989,4.8,329.9,2,6.9,P
2025-11-23T09:37:56.556-0500,28.384057299999998,-80.6414066,4.8,329.3,2.6,5.8,P
2025-11-23T09:37:57.059-0500,28.384065499999998,-80.6414147,4.7,330.3,6.9,3.3,P
2025-11-23T09:37:57.545-0500,28.384073099999998,-80.641423,4.7,328.2,3.9,9.8,P
2025-11-23T09:37:58.063-0500,28.384081299999998,-80.6414312,4.6,329,7.8,4.8,P
2025-11-23T09:37:58.556-0500,28.384089299999999,-80.6414397,4.7,329.4,6.6,5.4,P
2025-11-23T09:37:59.067-0500,28.384097699999998,-80.6414481,4.8,327.3,4.7,7.6,P
2025-11-23T09:37:59.557-0500,28.384106199999998,-80.6414568,4.9,329.4,9.7,1.6,P
2025-11-23T09:38:00.071-0500,28.384114999999998,-80.6414655,5,329.6,9.3,6.5,P
2025-11-23T09:38:00.555-0500,28.384123199999998,-80.641475,5,328.1,7.2,6.4,P
2025-11-23T09:38:01.084-0500,28.384131699999998,-80.6414843,4.9,326.5,11.8,2.9,P
2025-11-23T09:38:01.558-0500,28.384139399999999,-80.6414942,5.2,322.8,6.2,6.5,P
2025-11-23T09:38:02.057-0500,28.384146899999998,-80.6415044,5.1,322.6,5.1,5.2,P
2025-11-23T09:38:02.556-0500,28.384153999999999,-80.6415147,4.9,321.1,0.1,4.5,P
2025-11-23T09:38:03.063-0500,28.384161499999998,-80.6415244,5,323.1,-0.5,5.8,P
2025-11-23T09:38:03.545-0500,28.384169600000000,-80.641534,5,323.5,-2,4.2,P
2025-11-23T09:38:04.064-0500,28.384177999999999,-80.6415431,5,326.6,-0.4,7.6,P
2025-11-23T09:38:04.555-0500,28.384186199999998,-80.6415519,4.9,327.6,2.2,5.8,P
2025-11-23T09:38:05.068-0500,28.384194500000000,-80.6415604,4.9,328.3,1.5,3.3,P
2025-11-23T09:38:05.555-0500,28.384202999999999,-80.6415692,4.9,330.5,1.9,7.1,P
2025-11-23T09:38:06.080-0500,28.384210699999997,-80.6415783,4.9,327.6,-0.9,6,P
2025-11-23T09:38:06.556-0500,28.384218900000000,-80.641587,4.9,326.7,-1.1,5,P
2025-11-23T09:38:07.082-0500,28.384227100000000,-80.641595,4.8,328.3,-1,4.8,P
2025-11-23T09:38:07.556-0500,28.384235499999999,-80.6416029,4.7,331.4,2.4,4.8,P
2025-11-23T09:38:08.061-0500,28.384243800000000,-80.641611,4.5,331.3,2.5,6.2,P
2025-11-23T09:38:08.556-0500,28.384252199999999,-80.641619,4.8,332.6,5.6,3.2,P
2025-11-23T09:38:09.059-0500,28.384260299999998,-80.6416275,4.8,329.1,2.6,7.1,P
2025-11-23T09:38:09.557-0500,28.384268899999999,-80.641636,4.9,330.7,6.6,4.6,P
2025-11-23T09:38:10.065-0500,28.384277399999998,-80.641644,4.9,328.8,5.7,3.9,P
2025-11-23T09:38:10.560-0500,28.384285999999999,-80.6416524,4.8,331.1,8.2,5.4,P
2025-11-23T09:38:11.072-0500,28.384294600000000,-80.6416613,5,328.8,7.1,5.1,P
2025-11-23T09:38:11.557-0500,28.384303199999998,-80.64167,4.9,328.1,5.9,7.2,P
2025-11-23T09:38:12.082-0500,28.384311799999999,-80.6416788,5,328.4,9,4.6,P
2025-11-23T09:38:12.557-0500,28.384320299999999,-80.6416876,5,329.5,8.3,6.6,P
2025-11-23T09:38:13.057-0500,28.384329099999999,-80.6416971,5.1,327.2,9.1,6.7,P
2025-11-23T09:38:13.556-0500,28.384337700000000,-80.6417069,5.2,325.2,8.7,3.7,P
2025-11-23T09:38:14.062-0500,28.384345799999998,-80.6417168,5.2,324.8,6.3,3.4,P
2025-11-23T09:38:14.555-0500,28.384353999999998,-80.6417268,5.1,322.9,1.1,7.6,P
2025-11-23T09:38:15.062-0500,28.384362599999999,-80.6417367,5.2,326.7,5.7,4.9,P
2025-11-23T09:38:15.555-0500,28.384370999999998,-80.6417466,5.2,324.7,4.9,5,P
2025-11-23T09:38:16.066-0500,28.384379199999998,-80.6417567,5.2,324.3,4.4,6.5,P
2025-11-23T09:38:16.555-0500,28.384387600000000,-80.6417665,5.3,327.7,5.1,5.8,P
2025-11-23T09:38:17.070-0500,28.384395899999998,-80.6417765,5.2,326,3.8,5.7,P
2025-11-23T09:38:17.555-0500,28.384404099999998,-80.6417864,5.2,324,1.7,3.4,P
2025-11-23T09:38:18.080-0500,28.384412200000000,-80.641796,5.2,329,2.4,8.3,P
2025-11-23T09:38:18.556-0500,28.384420400000000,-80.6418057,5,325.8,0.5,8.8,P
2025-11-23T09:38:19.061-0500,28.384428900000000,-80.6418151,5.1,328.9,-0.5,2.2,P
2025-11-23T09:38:19.557-0500,28.384436999999998,-80.6418237,5,328.5,0.7,8.7,P
2025-11-23T09:38:20.062-0500,28.384445299999999,-80.6418324,5,327.6,0.6,5.7,P
2025-11-23T09:38:20.543-0500,28.384453799999999,-80.6418412,4.9,327.7,0.3,5.8,P
2025-11-23T09:38:21.065-0500,28.384462199999998,-80.6418492,4.9,331,2.2,6,P
2025-11-23T09:38:21.556-0500,28.384470300000000,-80.6418587,4.9,325.1,-1.6,4.6,P
2025-11-23T09:38:22.067-0500,28.384478299999998,-80.6418672,5,329.2,0.8,7.9,P
2025-11-23T09:38:22.556-0500,28.384486499999998,-80.6418755,4.8,330.2,2.8,5.6,P
2025-11-23T09:38:23.080-0500,28.384494799999999,-80.6418843,4.7,328.9,4.4,3.9,P
2025-11-23T09:38:23.557-0500,28.384502999999999,-80.6418929,4.9,329.1,2.9,6.2,P
2025-11-23T09:38:24.080-0500,28.384511600000000,-80.6419014,4.9,327.4,3.4,6.5,P
2025-11-23T09:38:24.557-0500,28.384519800000000,-80.6419105,4.9,328.3,2,5.8,P
2025-11-23T09:38:25.060-0500,28.384528099999997,-80.641919,4.8,328,1.2,6.5,P
2025-11-23T09:38:25.557-0500,28.384536499999999,-80.6419279,5,330.5,6.8,6.2,P
2025-11-23T09:38:26.061-0500,28.384544999999999,-80.6419373,5.1,327.1,4,7.1,P
2025-11-23T09:38:26.545-0500,28.384553499999999,-80.6419466,5.1,325.9,5.3,5.3,P
2025-11-23T09:38:27.064-0500,28.384561899999998,-80.6419563,5,328.1,3.4,4.4,P
2025-11-23T09:38:27.555-0500,28.384570000000000,-80.6419659,5.1,325.4,0.3,8.4,P
2025-11-23T09:38:28.068-0500,28.384578099999999,-80.6419749,5,324.6,3.4,3.4,P
2025-11-23T09:38:28.555-0500,28.384586499999997,-80.641984,5,328,2.4,6.4,P
2025-11-23T09:38:29.082-0500,28.384594799999999,-80.6419931,5,327.6,1.9,5.4,P
2025-11-23T09:38:29.556-0500,28.384602800000000,-80.6420021,4.9,327.2,2.4,5.4,P
2025-11-23T09:38:30.055-0500,28.384611399999997,-80.642011,4.9,325.5,1.6,4.9,P
2025-11-23T09:38:30.556-0500,28.384620199999997,-80.64202,5.1,329.3,4.9,7.8,P
2025-11-23T09:38:31.060-0500,28.384628499999998,-80.6420292,5,327.9,4.5,6,P
2025-11-23T09:38:31.560-0500,28.384636900000000,-80.6420381,5,328.9,7.9,6.5,P
2025-11-23T09:38:32.063-0500,28.384645100000000,-80.6420474,5,327.1,7,5.7,P
2025-11-23T09:38:32.555-0500,28.384652899999999,-80.6420571,5.1,326.9,5.1,3.5,P
2025-11-23T09:38:33.067-0500,28.384660699999998,-80.6420672,5,323.4,1.8,6.7,P
2025-11-23T09:38:33.558-0500,28.384668599999998,-80.6420767,5,324.3,3.6,5.8,P
2025-11-23T09:38:34.070-0500,28.384676499999998,-80.6420861,5,323.9,1.8,4.5,P
2025-11-23T09:38:34.555-0500,28.384683799999998,-80.6420953,4.9,326.1,3.1,5.6,P
2025-11-23T09:38:35.080-0500,28.384691399999998,-80.6421048,4.8,323.3,-0.7,6.2,P
2025-11-23T09:38:35.558-0500,28.384699299999998,-80.6421137,4.8,326,1.2,5.1,P
2025-11-23T09:38:36.057-0500,28.384707199999998,-80.6421224,4.7,324.9,0.5,7.1,P
2025-11-23T09:38:36.557-0500,28.384715399999997,-80.642131,4.8,327.7,5.2,4.3,P
2025-11-23T09:38:37.060-0500,28.384723299999997,-80.64214,4.8,326.3,2.6,9.2,P
2025-11-23T09:38:37.558-0500,28.384731100000000,-80.642149,4.8,327.2,2.9,4.5,P
2025-11-23T09:38:38.063-0500,28.384738700000000,-80.642158,4.8,325.3,1.9,6.8,P
2025-11-23T09:38:38.555-0500,28.384746199999999,-80.6421673,4.8,325.7,-1,3.1,P
2025-11-23T09:38:39.070-0500,28.384753799999999,-80.6421763,4.8,324.5,-3.4,6.2,P
2025-11-23T09:38:39.555-0500,28.384761800000000,-80.6421842,4.7,325.6,0.2,5.1,P
2025-11-23T09:38:40.080-0500,28.384769899999998,-80.6421919,4.6,331.3,3.6,1.9,P
2025-11-23T09:38:40.555-0500,28.384777799999998,-80.6421999,4.6,331.5,5.4,6.7,P
2025-11-23T09:38:41.080-0500,28.384785800000000,-80.6422074,4.5,331.3,6.9,5.2,P
2025-11-23T09:38:41.556-0500,28.384793400000000,-80.6422149,4.4,329.4,3.9,5.6,P
2025-11-23T09:38:42.055-0500,28.384801499999998,-80.6422231,4.4,330.5,6,5.4,P
2025-11-23T09:38:42.557-0500,28.384809499999999,-80.6422307,4.5,330.6,6.6,5.5,P
2025-11-23T09:38:43.063-0500,28.384817500000000,-80.6422388,4.5,332.4,9.2,4.8,P
2025-11-23T09:38:43.545-0500,28.384825400000000,-80.6422467,4.6,327.2,4.2,6.8,P
2025-11-23T09:38:44.069-0500,28.384833699999998,-80.6422554,4.7,331.9,9.3,3.8,P
2025-11-23T09:38:44.556-0500,28.384841899999998,-80.6422638,4.8,327.9,5.5,6.2,P
2025-11-23T09:38:45.070-0500,28.384850699999998,-80.6422721,4.8,330.2,10.1,8.2,P
2025-11-23T09:38:45.559-0500,28.384859299999999,-80.642281,5,327.4,10.6,4.3,P
2025-11-23T09:38:46.080-0500,28.384867699999997,-80.6422906,5.2,328.8,11.9,4.8,P
2025-11-23T09:38:46.555-0500,28.384875800000000,-80.6423002,5.1,324.6,9,6.6,P
2025-11-23T09:38:47.057-0500,28.384883499999997,-80.6423104,5.1,324.1,11.8,3.1,P
2025-11-23T09:38:47.555-0500,28.384891099999997,-80.6423204,5,321.3,6.5,4.6,P
2025-11-23T09:38:48.058-0500,28.384898799999998,-80.6423303,5.1,321.4,7.9,6.2,P
2025-11-23T09:38:48.544-0500,28.384906500000000,-80.6423403,5.1,321.5,6.7,4.9,P
2025-11-23T09:38:49.064-0500,28.384914199999997,-80.6423505,5.1,321.7,8.4,4.3,P
2025-11-23T09:38:49.555-0500,28.384921299999998,-80.6423609,5,318,5.4,4.8,P
2025-11-23T09:38:50.068-0500,28.384927899999997,-80.6423717,5,316.7,2.1,5,P
2025-11-23T09:38:50.555-0500,28.384934800000000,-80.6423821,5,316.4,0.7,5.8,P
2025-11-23T09:38:51.079-0500,28.384941999999999,-80.6423923,4.9,319.6,0.8,3.9,P
2025-11-23T09:38:51.557-0500,28.384949499999998,-80.6424024,4.9,319.3,-0.4,4.7,P
2025-11-23T09:38:52.056-0500,28.384956899999999,-80.6424118,4.8,323.2,1.7,8.6,P
2025-11-23T09:38:52.555-0500,28.384964099999998,-80.6424213,4.8,321.5,-0.1,5.6,P
2025-11-23T09:38:53.060-0500,28.384971799999999,-80.6424307,4.8,322.1,2.1,4.1,P
2025-11-23T09:38:53.545-0500,28.384979500000000,-80.6424398,4.8,322.7,0.9,4.5,P
2025-11-23T09:38:54.072-0500,28.384986399999999,-80.642449,4.8,322.5,1.3,7,P
2025-11-23T09:38:54.556-0500,28.384993899999998,-80.6424579,4.7,322.6,1.9,6.4,P
2025-11-23T09:38:55.073-0500,28.385001100000000,-80.6424663,4.6,328,4.7,2.5,P
2025-11-23T09:38:55.559-0500,28.385007800000000,-80.6424752,4.5,322.2,1.5,7.9,P
2025-11-23T09:38:56.078-0500,28.385014999999999,-80.6424842,4.6,322.9,4.8,5.2,P
2025-11-23T09:38:56.555-0500,28.385021799999997,-80.6424933,4.6,321.9,3.7,5.8,P
2025-11-23T09:38:57.056-0500,28.385029099999997,-80.6425022,4.6,322,4.2,5.7,P
2025-11-23T09:38:57.555-0500,28.385035899999998,-80.6425113,4.6,321.4,4.5,5,P
2025-11-23T09:38:58.062-0500,28.385042400000000,-80.6425206,4.6,320.8,2.3,5.9,P
2025-11-23T09:38:58.556-0500,28.385049100000000,-80.6425303,4.6,320.4,2.1,3.3,P
2025-11-23T09:38:59.068-0500,28.385055299999998,-80.6425396,4.6,317.4,-2.9,5,P
2025-11-23T09:38:59.555-0500,28.385062200000000,-80.6425488,4.5,320.7,0.1,4.1,P
2025-11-23T09:39:00.080-0500,28.385069299999998,-80.6425576,4.5,324.5,1.2,5.3,P
2025-11-23T09:39:00.557-0500,28.385076299999998,-80.6425664,4.4,322.2,0.8,5.1,P
2025-11-23T09:39:01.056-0500,28.385083699999999,-80.6425747,4.5,325.6,2.7,4.8,P
2025-11-23T09:39:01.557-0500,28.385090999999999,-80.6425829,4.6,325.5,3.8,6.3,P
2025-11-23T09:39:02.060-0500,28.385098400000000,-80.6425911,4.5,325.2,5.5,4.2,P
2025-11-23T09:39:02.544-0500,28.385105799999998,-80.6425999,4.5,326,5.3,8.5,P
2025-11-23T09:39:03.062-0500,28.385112799999998,-80.6426082,4.3,323.5,5.2,4.6,P
2025-11-23T09:39:03.559-0500,28.385119899999999,-80.6426165,4.4,328.3,5.6,11.1,P
2025-11-23T09:39:04.072-0500,28.385127099999998,-80.6426249,4.3,325,5.3,3.2,P
2025-11-23T09:39:04.555-0500,28.385134200000000,-80.6426329,4.5,326.4,6.8,9.1,P
2025-11-23T09:39:05.080-0500,28.385141399999998,-80.6426412,4.4,326.8,5,2.3,P
2025-11-23T09:39:05.556-0500,28.385148399999999,-80.6426495,4.4,325.9,2.4,13.1,P
2025-11-23T09:39:06.056-0500,28.385155899999997,-80.6426579,4.4,326.8,3.6,2.5,P
2025-11-23T09:39:06.555-0500,28.385162800000000,-80.6426661,4.5,325.2,4.5,8.6,P
2025-11-23T09:39:07.061-0500,28.385170199999997,-80.6426745,4.4,325.5,5.3,1.8,P
2025-11-23T09:39:07.555-0500,28.385177299999999,-80.6426828,4.5,323.1,1.8,9.6,P
2025-11-23T09:39:08.068-0500,28.385184299999999,-80.6426912,4.4,325.8,6.5,3.9,P
2025-11-23T09:39:08.556-0500,28.385191499999998,-80.6426995,4.4,325.1,5.5,5.1,P
2025-11-23T09:39:09.078-0500,28.385198700000000,-80.642708,4.4,324.7,4,6.7,P
2025-11-23T09:39:09.555-0500,28.385206300000000,-80.6427164,4.5,325.7,6.8,4.9,P
2025-11-23T09:39:10.081-0500,28.385213600000000,-80.6427252,4.5,323.8,5.2,5.1,P
2025-11-23T09:39:10.555-0500,28.385220499999999,-80.6427346,4.6,322.4,4.8,5.4,P
2025-11-23T09:39:11.058-0500,28.385227499999999,-80.6427437,4.6,323.6,3.7,5.2,P
2025-11-23T09:39:11.556-0500,28.385234399999998,-80.6427525,4.5,323,2.1,5.2,P
2025-11-23T09:39:12.062-0500,28.385241399999998,-80.6427612,4.5,322,2.6,4.6,P
2025-11-23T09:39:12.555-0500,28.385248699999998,-80.6427696,4.5,322.6,4.1,4.6,P
2025-11-23T09:39:13.068-0500,28.385255899999997,-80.6427782,4.5,326.4,5.6,5.2,P
2025-11-23T09:39:13.556-0500,28.385263100000000,-80.6427868,4.5,323.3,1.2,5.9,P
2025-11-23T09:39:14.079-0500,28.385269999999998,-80.6427955,4.5,324.3,2.3,4.7,P
2025-11-23T09:39:14.556-0500,28.385276999999999,-80.6428041,4.5,325.6,2.1,4.7,P
2025-11-23T09:39:15.055-0500,28.385284100000000,-80.6428123,4.5,325.2,3.7,6.9,P
2025-11-23T09:39:15.556-0500,28.385290699999999,-80.6428206,4.4,326.5,2.8,2.3,P
2025-11-23T09:39:16.061-0500,28.385297500000000,-80.6428289,4.2,323.9,-1.2,7.6,P
2025-11-23T09:39:16.545-0500,28.385303799999999,-80.6428365,4.1,323.9,0.8,4.3,P
2025-11-23T09:39:17.066-0500,28.385310399999998,-80.6428445,4.1,324.2,-1.5,4.9,P
2025-11-23T09:39:17.559-0500,28.385317099999998,-80.6428523,4.2,326.5,-0.6,6.7,P
2025-11-23T09:39:18.070-0500,28.385323999999997,-80.6428592,4.1,326.2,0.1,3.2,P
2025-11-23T09:39:18.555-0500,28.385330699999997,-80.6428664,4,328.5,-0.8,9.8,P
2025-11-23T09:39:19.081-0500,28.385337999999997,-80.6428736,4.1,329.2,1.5,4.9,P
2025-11-23T09:39:19.556-0500,28.385344699999997,-80.6428806,4,328.7,0.2,5.9,P
2025-11-23T09:39:20.057-0500,28.385352299999997,-80.6428875,4.1,332.7,3.1,5.8,P
2025-11-23T09:39:20.555-0500,28.385359699999999,-80.6428946,4.2,328.5,1.5,6.4,P
2025-11-23T09:39:21.060-0500,28.385367299999999,-80.6429015,4.2,333,4.7,4.5,P
2025-11-23T09:39:21.557-0500,28.385374299999999,-80.642908,4.1,330,2.3,6.5,P
2025-11-23T09:39:22.066-0500,28.385381400000000,-80.6429152,4,330.2,1.2,4.6,P
2025-11-23T09:39:22.555-0500,28.385388499999998,-80.6429218,4,331.8,2.8,7.3,P
2025-11-23T09:39:23.080-0500,28.385396499999999,-80.6429287,4.2,331.4,1.4,4.4,P
2025-11-23T09:39:23.555-0500,28.385403699999998,-80.6429353,4.2,330.9,1.8,6.2,P
2025-11-23T09:39:24.053-0500,28.385411299999998,-80.642942,4.1,334.5,3.2,3.8,P
2025-11-23T09:39:24.556-0500,28.385418699999999,-80.6429486,4.1,331.7,2.5,6.8,P
2025-11-23T09:39:25.060-0500,28.385426499999998,-80.6429554,4.2,333,6.6,3.1,P
2025-11-23T09:39:25.555-0500,28.385434300000000,-80.6429623,4.3,332.5,7.6,7.3,P
2025-11-23T09:39:26.061-0500,28.385442200000000,-80.64297,4.3,331.8,7.8,5.1,P
2025-11-23T09:39:26.555-0500,28.385449800000000,-80.6429774,4.4,330.3,6.7,4.5,P
2025-11-23T09:39:27.067-0500,28.385457299999999,-80.6429854,4.4,330.2,6.5,6.7,P
2025-11-23T09:39:27.559-0500,28.385465300000000,-80.6429934,4.5,329.5,6.1,3.7,P
2025-11-23T09:39:28.082-0500,28.385472999999998,-80.6430017,4.6,329,3.9,7.8,P
2025-11-23T09:39:28.557-0500,28.385480800000000,-80.6430095,4.6,329.7,5.2,4.4,P
2025-11-23T09:39:29.061-0500,28.385488100000000,-80.6430177,4.5,329.7,0.5,4.2,P
2025-11-23T09:39:29.555-0500,28.385495499999998,-80.6430258,4.5,326.5,-2.1,7.4,P
2025-11-23T09:39:30.062-0500,28.385502899999999,-80.6430333,4.4,328.6,0.4,4.5,P
2025-11-23T09:39:30.557-0500,28.385510399999998,-80.6430409,4.3,328.4,0.2,6,P
2025-11-23T09:39:31.066-0500,28.385517900000000,-80.643048,4.3,330.1,4,3.6,P
2025-11-23T09:39:31.558-0500,28.385525399999999,-80.6430554,4.3,331,3.6,5.8,P
2025-11-23T09:39:32.072-0500,28.385532899999998,-80.643063,4.3,329.1,2.5,6.1,P
2025-11-23T09:39:32.557-0500,28.385540100000000,-80.64307,4.2,329.6,1.7,4.8,P
2025-11-23T09:39:33.080-0500,28.385547599999999,-80.6430766,4.1,331,4,5.5,P
2025-11-23T09:39:33.555-0500,28.385555399999998,-80.6430837,4.1,332.3,5.4,2.3,P
